t_id,c_id,Bank,Card_Type,Transaction_Time,Transaction_Amount_INR,Merchant_Category,Transaction_City,Device_Type,Is_International,Is_Fraud
T22749,C1332,Bank of Baroda,Visa,25-03-2026 02:38,2169.63,ATM Withdrawal,Delhi,POS,0,0
T22750,C1044,Canara Bank,MasterCard,18-07-2025 01:07,36266.82,Restaurant,Bhubaneswar,ATM,0,0
T22751,C1038,HDFC,MasterCard,30-06-2026 20:27,7706.13,Pharmacy,Bhubaneswar,Desktop,0,0
T22752,C1486,PNB,RuPay,17-08-2025 19:24,48890.83,Entertainment,Chandigarh,Desktop,0,0
T22753,C1187,Kotak,Visa,04-02-2025 15:34,32432.99,ATM Withdrawal,Lucknow,ATM,0,0
T22754,C1337,Kotak,RuPay,13-07-2025 02:01,8758.66,Fuel,Delhi,Mobile,0,0
T22755,C1334,SBI,Visa,16-11-2025 10:55,35022.72,Food Delivery,Mumbai,Mobile,0,0
T22756,C1291,Kotak,Visa,18-06-2026 17:57,34339.52,Food Delivery,Kolkata,Mobile,0,0
T22757,C1195,SBI,MasterCard,08-02-2025 06:13,18681.42,Restaurant,Jaipur,Desktop,0,0
T22758,C1156,Kotak,RuPay,09-08-2025 18:33,31760.05,Online Shopping,Nagpur,Desktop,0,0
T22759,C1274,Axis,RuPay,08-01-2026 17:44,41143.53,Fuel,Chandigarh,ATM,0,0
T22760,C1426,Bank of Baroda,MasterCard,27-05-2026 22:22,20009.15,Electronics,Hyderabad,ATM,0,0
T22761,C1352,PNB,Visa,26-05-2026 10:05,18478.83,Entertainment,Delhi,Desktop,0,0
T22762,C1497,Axis,Visa,07-06-2025 13:13,4120.35,Ride Sharing,Lucknow,Desktop,0,0
T22763,C1451,HDFC,MasterCard,01-07-2025 21:20,39213.8,Travel,Nagpur,Mobile,0,0
T22764,C1012,Bank of Baroda,Visa,08-06-2026 19:01,10192.89,Entertainment,Kolkata,Desktop,0,0
T22765,C1357,Kotak,MasterCard,05-03-2026 07:00,31043.45,Entertainment,Nagpur,ATM,0,0
T22766,C1384,Canara Bank,RuPay,14-10-2025 02:06,27655.05,ATM Withdrawal,Bangalore,POS,0,0
T22767,C1452,Axis,Visa,17-03-2025 09:46,26105.16,Pharmacy,Surat,POS,0,0
T22768,C1216,SBI,MasterCard,29-12-2025 05:06,3742.93,ATM Withdrawal,Surat,POS,0,0
T22769,C1107,HDFC,RuPay,10-06-2025 04:08,3443.45,Electronics,Mumbai,Desktop,0,0
T22770,C1018,Canara Bank,RuPay,28-09-2025 03:11,43859.85,Electronics,Bangalore,Desktop,0,0
T22771,C1272,Bank of Baroda,RuPay,20-04-2025 02:57,6860.92,Electronics,Chennai,POS,0,0
T22772,C1377,SBI,RuPay,23-05-2026 22:37,38884.22,Fuel,Visakhapatnam,ATM,0,0
T22773,C1227,SBI,Visa,09-11-2025 03:32,48479.47,Ride Sharing,Chandigarh,POS,0,0
T22774,C1378,Canara Bank,Visa,20-03-2026 06:09,17061.45,Entertainment,Jaipur,Desktop,0,0
T22775,C1143,Bank of Baroda,MasterCard,12-03-2025 04:04,2168.88,Grocery,Nagpur,POS,0,0
T22776,C1048,SBI,MasterCard,17-02-2025 18:54,7572.93,Online Shopping,Indore,Mobile,0,0
T22777,C1128,HDFC,Visa,13-10-2025 11:08,13183.82,Grocery,Kolkata,Desktop,0,0
T22778,C1077,Kotak,RuPay,07-06-2025 12:57,38161.32,Pharmacy,Kolkata,Mobile,0,0
T22779,C1159,Bank of Baroda,Visa,02-04-2025 10:10,40224.16,Online Shopping,Bangalore,Desktop,0,0
T22780,C1122,SBI,MasterCard,25-04-2026 16:48,29954.45,Fuel,Patna,ATM,0,0
T22781,C1299,HDFC,MasterCard,19-06-2026 07:11,33829.25,Grocery,Chennai,Desktop,0,0
T22782,C1239,ICICI,Visa,18-05-2026 06:05,6539.43,Travel,Mumbai,Mobile,0,0
T22783,C1264,Axis,MasterCard,17-03-2026 18:04,45119.93,Ride Sharing,Lucknow,Desktop,0,0
T22784,C1229,Kotak,RuPay,25-10-2025 01:38,5989.51,Food Delivery,Surat,Desktop,0,0
T22785,C1129,PNB,MasterCard,11-06-2026 12:32,22307.3,Fuel,Chennai,ATM,0,0
T22786,C1459,Canara Bank,MasterCard,11-07-2025 16:33,11209.11,Travel,Nagpur,ATM,0,0
T22787,C1276,ICICI,RuPay,08-09-2025 20:01,10970.64,Grocery,Indore,POS,0,0
T22788,C1387,Kotak,RuPay,19-03-2025 09:39,7682.9,ATM Withdrawal,Ahmedabad,POS,0,0
T22789,C1279,Kotak,MasterCard,23-02-2026 13:10,44160.74,Restaurant,Delhi,Mobile,0,0
T22790,C1230,ICICI,Visa,22-09-2025 08:45,48201.33,Fuel,Ahmedabad,Mobile,0,0
T22791,C1141,ICICI,Visa,30-10-2025 10:06,804.55,Online Shopping,Lucknow,ATM,0,0
T22792,C1446,Bank of Baroda,RuPay,07-01-2025 06:04,46682.7,Grocery,Patna,Mobile,0,0
T22793,C1110,HDFC,Visa,13-05-2026 08:54,40881.18,Online Shopping,Chandigarh,Mobile,0,0
T22794,C1144,ICICI,RuPay,22-06-2026 16:50,16665.99,Online Shopping,Surat,Desktop,0,0
T22795,C1299,Kotak,MasterCard,07-12-2025 13:57,42156.74,Electronics,Kolkata,POS,0,0
T22796,C1217,HDFC,MasterCard,27-06-2025 23:50,10543.26,Entertainment,Jaipur,Mobile,0,0
T22797,C1199,PNB,MasterCard,21-07-2025 20:05,13183.21,Travel,Patna,POS,0,0
T22798,C1187,Kotak,RuPay,11-03-2025 20:10,16038.71,Pharmacy,Mumbai,POS,0,0
T22799,C1000,Canara Bank,Visa,08-10-2025 09:42,24671.18,ATM Withdrawal,Visakhapatnam,POS,0,0
T22800,C1405,HDFC,MasterCard,18-04-2026 18:27,32076.23,Restaurant,Kolkata,Desktop,0,0
T22801,C1287,Axis,RuPay,06-06-2025 16:10,49504.44,Fuel,Chandigarh,Desktop,0,0
T22802,C1221,SBI,Visa,23-06-2025 03:39,49839.49,Ride Sharing,Jaipur,Desktop,0,0
T22803,C1025,HDFC,RuPay,28-05-2025 13:33,35594.95,Fuel,Mumbai,ATM,0,0
T22804,C1085,Canara Bank,RuPay,30-10-2025 12:30,44209.64,Entertainment,Bangalore,Mobile,0,0
T22805,C1367,Canara Bank,Visa,07-12-2025 20:20,41895.63,Entertainment,Bhubaneswar,POS,0,0
T22806,C1248,Bank of Baroda,RuPay,16-07-2025 10:14,8079.13,Ride Sharing,Mumbai,Desktop,0,0
T22807,C1437,PNB,MasterCard,10-11-2025 16:30,21476.42,Ride Sharing,Ahmedabad,POS,0,0
T22808,C1185,HDFC,RuPay,06-02-2025 14:35,3287.42,Online Shopping,Surat,Mobile,0,0
T22809,C1128,HDFC,MasterCard,24-01-2026 10:49,24917.59,Ride Sharing,Lucknow,POS,0,0
T22810,C1417,Axis,MasterCard,24-07-2025 09:45,12925.75,Travel,Pune,Desktop,0,0
T22811,C1348,Axis,MasterCard,19-04-2026 18:28,9938.27,Fuel,Chennai,Mobile,0,0
T22812,C1478,Bank of Baroda,Visa,07-11-2025 10:32,44091.25,Online Shopping,Indore,Mobile,0,0
T22813,C1086,Kotak,Visa,08-03-2026 09:24,48021.74,Food Delivery,Visakhapatnam,Desktop,0,0
T22814,C1252,PNB,RuPay,03-02-2025 00:14,33442.07,Clothing,Nagpur,Desktop,0,0
T22815,C1170,Canara Bank,RuPay,21-02-2025 03:37,20705.86,ATM Withdrawal,Bhubaneswar,POS,0,0
T22816,C1296,SBI,MasterCard,27-02-2025 20:30,62329.43,Fuel,Singapore,Mobile,1,1
T22817,C1303,SBI,Visa,10-04-2026 19:01,6036.35,Electronics,Jaipur,Desktop,0,0
T22818,C1434,Bank of Baroda,MasterCard,08-11-2025 03:18,18680.92,Electronics,Indore,ATM,0,0
T22819,C1126,SBI,MasterCard,17-12-2025 10:00,6110.07,Entertainment,Kolkata,Desktop,0,0
T22820,C1190,Axis,Visa,05-01-2026 19:56,43992.6,Food Delivery,Nagpur,Desktop,0,0
T22821,C1464,Axis,Visa,18-07-2025 23:07,25943.55,Fuel,Hyderabad,POS,0,0
T22822,C1481,SBI,MasterCard,26-02-2026 21:35,18623.66,Travel,Delhi,Mobile,0,0
T22823,C1066,Kotak,MasterCard,11-08-2025 15:28,44750.91,Online Shopping,Pune,ATM,0,0
T22824,C1457,Canara Bank,MasterCard,13-12-2025 11:55,21857.33,Grocery,Surat,Desktop,0,0
T22825,C1335,PNB,Visa,05-05-2026 01:14,36662.58,Restaurant,Bangalore,POS,0,0
T22826,C1136,Bank of Baroda,RuPay,16-06-2025 13:51,38047.2,Pharmacy,Patna,Desktop,0,0
T22827,C1041,HDFC,MasterCard,30-04-2025 20:49,42872.73,Electronics,Lucknow,ATM,0,0
T22828,C1489,Kotak,MasterCard,15-06-2026 06:53,38229.73,Clothing,Hyderabad,POS,0,0
T22829,C1284,Axis,MasterCard,13-11-2025 05:10,31119.88,Food Delivery,Visakhapatnam,POS,0,0
T22830,C1212,ICICI,RuPay,03-10-2025 14:34,30306.17,Ride Sharing,Ahmedabad,Mobile,0,0
T22831,C1008,HDFC,Visa,14-01-2026 09:35,1530.44,Ride Sharing,Lucknow,Mobile,0,0
T22832,C1361,Bank of Baroda,Visa,14-10-2025 02:15,12028.55,Entertainment,Pune,POS,0,0
T22833,C1268,ICICI,RuPay,18-01-2026 13:50,38544.56,Food Delivery,Pune,Desktop,0,0
T22834,C1248,Canara Bank,MasterCard,06-12-2025 05:44,2742.6,Pharmacy,Kolkata,Desktop,0,0
T22835,C1224,Axis,Visa,07-04-2025 09:54,51573.57,Electronics,Unknown,POS,0,1
T22836,C1036,Canara Bank,RuPay,22-05-2025 05:51,3634.88,Clothing,Chennai,Desktop,0,0
T22837,C1399,Axis,MasterCard,02-01-2026 17:29,3579.76,Online Shopping,Hyderabad,POS,0,0
T22838,C1169,SBI,RuPay,26-11-2025 15:34,44960.69,Entertainment,Bangalore,ATM,0,0
T22839,C1356,ICICI,RuPay,26-04-2026 06:01,43776.63,Online Shopping,Visakhapatnam,POS,0,0
T22840,C1389,Axis,MasterCard,10-12-2025 02:30,12602.68,Restaurant,Surat,Desktop,0,0
T22841,C1143,Canara Bank,Visa,21-02-2026 18:13,27503.21,Fuel,Ahmedabad,Desktop,0,0
T22842,C1102,Canara Bank,MasterCard,10-04-2026 22:19,20823.13,Restaurant,Visakhapatnam,Mobile,0,0
T22843,C1092,Axis,Visa,16-04-2026 22:22,19328.22,Travel,Visakhapatnam,Mobile,0,0
T22844,C1380,HDFC,MasterCard,25-09-2025 02:53,45844.8,Electronics,Chandigarh,ATM,0,0
T22845,C1338,Bank of Baroda,Visa,09-08-2025 10:08,7080.92,Ride Sharing,Patna,ATM,0,0
T22846,C1144,SBI,MasterCard,12-02-2026 09:37,9060.79,Restaurant,Chandigarh,ATM,0,0
T22847,C1299,HDFC,RuPay,24-11-2025 04:42,6860.33,Grocery,Jaipur,Mobile,0,0
T22848,C1119,Axis,MasterCard,25-04-2026 00:28,120.51,Entertainment,Lucknow,POS,0,0
T22849,C1409,SBI,MasterCard,01-05-2026 19:30,12474.3,Fuel,Mumbai,Desktop,0,0
T22850,C1285,Axis,Visa,26-02-2026 05:22,42191.42,Travel,Pune,POS,0,0
T22851,C1115,Kotak,Visa,18-07-2025 18:56,12183.98,Travel,Nagpur,Desktop,0,0
T22852,C1236,Axis,MasterCard,01-05-2025 19:58,34513.28,ATM Withdrawal,Bangalore,POS,0,0
T22853,C1188,ICICI,Visa,02-04-2026 23:34,4532.88,ATM Withdrawal,Nagpur,ATM,0,0
T22854,C1044,ICICI,RuPay,21-09-2025 00:37,5604.16,Grocery,Patna,POS,0,0
T22855,C1110,ICICI,RuPay,08-02-2025 22:12,39257.18,Ride Sharing,Visakhapatnam,Mobile,0,0
T22856,C1408,Canara Bank,Visa,30-12-2025 05:41,7816.92,Clothing,Indore,Mobile,0,0
T22857,C1208,ICICI,MasterCard,26-03-2026 16:04,26338.27,ATM Withdrawal,Chennai,Desktop,0,0
T22858,C1160,Bank of Baroda,MasterCard,06-06-2025 03:57,41908.15,Fuel,Ahmedabad,POS,0,0
T22859,C1063,SBI,RuPay,20-08-2025 14:18,48374.4,Clothing,Nagpur,POS,0,0
T22860,C1246,Axis,MasterCard,12-07-2025 04:11,26645.11,Ride Sharing,Bangalore,Mobile,0,0
T22861,C1260,HDFC,MasterCard,05-04-2026 14:51,47678.82,Grocery,Surat,Desktop,0,0
T22862,C1261,HDFC,Visa,15-11-2025 19:52,19867.92,Pharmacy,Surat,Mobile,0,0
T22863,C1181,ICICI,RuPay,16-10-2025 21:45,8385.64,Clothing,Mumbai,ATM,0,0
T22864,C1237,Canara Bank,MasterCard,07-07-2025 18:06,17600.56,Travel,Indore,ATM,0,0
T22865,C1499,Kotak,Visa,02-02-2026 17:34,574.18,Pharmacy,Visakhapatnam,ATM,0,0
T22866,C1395,Axis,RuPay,19-04-2026 17:12,47016.29,Restaurant,Visakhapatnam,POS,0,0
T22867,C1214,Kotak,RuPay,15-02-2025 01:28,16416.83,Electronics,Bhubaneswar,Desktop,0,0
T22868,C1430,Kotak,Visa,08-11-2025 04:44,34521.28,Food Delivery,Visakhapatnam,ATM,0,0
T22869,C1321,HDFC,Visa,12-02-2025 13:02,49489,Pharmacy,Bangalore,POS,0,0
T22870,C1352,PNB,MasterCard,08-02-2025 21:05,27481.03,Online Shopping,Bhubaneswar,ATM,0,0
T22871,C1175,Axis,MasterCard,13-04-2026 02:28,15389.2,ATM Withdrawal,Chennai,POS,0,0
T22872,C1132,Axis,RuPay,04-04-2026 11:28,49737.67,Fuel,Mumbai,ATM,0,0
T22873,C1272,HDFC,RuPay,21-04-2025 00:42,23946.34,Food Delivery,Bhubaneswar,ATM,0,0
T22874,C1222,Canara Bank,MasterCard,09-01-2025 15:47,134190.9,Online Shopping,Singapore,Mobile,1,1
T22875,C1180,ICICI,RuPay,20-03-2025 13:27,479.23,ATM Withdrawal,Lucknow,POS,0,0
T22876,C1220,Kotak,Visa,31-12-2025 14:57,858.18,Clothing,Lucknow,Mobile,0,0
T22877,C1457,HDFC,MasterCard,11-06-2026 18:56,16132.68,Restaurant,Surat,ATM,0,0
T22878,C1054,Canara Bank,MasterCard,01-06-2026 07:41,39668.12,Clothing,Lucknow,POS,0,0
T22879,C1290,Canara Bank,Visa,09-04-2025 08:50,1821.6,Online Shopping,Nagpur,Desktop,0,0
T22880,C1103,SBI,RuPay,21-12-2025 15:32,3918.07,Clothing,Kolkata,Desktop,0,0
T22881,C1308,HDFC,RuPay,06-07-2025 20:25,17997.46,Clothing,Patna,POS,0,0
T22882,C1381,Kotak,RuPay,14-01-2026 22:02,4499.65,Food Delivery,Delhi,ATM,0,0
T22883,C1079,SBI,RuPay,06-02-2025 21:56,19454.43,Travel,Delhi,POS,0,0
T22884,C1309,Bank of Baroda,MasterCard,15-07-2025 00:03,37696.22,Online Shopping,Jaipur,ATM,0,0
T22885,C1174,Kotak,Visa,13-07-2025 14:18,8648.32,Ride Sharing,Kolkata,POS,0,0
T22886,C1116,Bank of Baroda,RuPay,26-07-2025 07:55,14035.17,Pharmacy,Hyderabad,POS,0,0
T22887,C1036,SBI,MasterCard,30-11-2025 17:36,31882.74,Pharmacy,Hyderabad,POS,0,0
T22888,C1330,HDFC,Visa,28-02-2026 05:09,49751.04,Entertainment,Lucknow,Desktop,0,0
T22889,C1097,SBI,MasterCard,08-08-2025 20:45,13281.84,Food Delivery,Nagpur,POS,0,0
T22890,C1438,SBI,Visa,31-03-2026 23:04,11757.96,Electronics,Mumbai,ATM,0,0
T22891,C1217,HDFC,Visa,06-01-2025 01:01,30321.48,Online Shopping,Visakhapatnam,ATM,0,0
T22892,C1401,Bank of Baroda,Visa,25-06-2025 23:56,46699.15,Entertainment,Chennai,ATM,0,0
T22893,C1434,PNB,MasterCard,12-04-2025 13:07,45609.94,Entertainment,Ahmedabad,Desktop,0,0
T22894,C1247,Kotak,Visa,10-10-2025 22:25,33656.84,Fuel,Mumbai,Desktop,0,0
T22895,C1344,Axis,MasterCard,25-06-2025 01:15,45142.97,Grocery,Chennai,Mobile,0,0
T22896,C1373,ICICI,RuPay,19-12-2025 09:40,48379.73,Pharmacy,Hyderabad,Desktop,0,0
T22897,C1315,Bank of Baroda,Visa,05-11-2025 15:21,6171.79,Fuel,Chennai,Mobile,0,0
T22898,C1365,PNB,MasterCard,04-10-2025 22:47,17760.29,Entertainment,Hyderabad,Desktop,0,0
T22899,C1423,SBI,MasterCard,18-03-2026 08:21,15343.27,Clothing,Bhubaneswar,POS,0,0
T22900,C1047,Axis,Visa,20-07-2025 14:12,10841.97,Food Delivery,Nagpur,Mobile,0,0
T22901,C1027,Kotak,RuPay,14-02-2026 10:50,3583.9,Travel,Delhi,Mobile,0,0
T22902,C1351,SBI,RuPay,22-02-2026 13:29,18082.7,Clothing,Chennai,ATM,0,0
T22903,C1496,HDFC,Visa,24-04-2026 17:17,27733.89,Ride Sharing,Bhubaneswar,Desktop,0,0
T22904,C1417,Axis,MasterCard,11-02-2025 14:37,16675.55,Entertainment,Delhi,Mobile,0,0
T22905,C1161,Canara Bank,Visa,01-10-2025 09:09,40880.56,ATM Withdrawal,Mumbai,Mobile,0,0
T22906,C1278,SBI,RuPay,22-04-2026 16:27,47970.36,Clothing,Bhubaneswar,Desktop,0,0
T22907,C1055,Bank of Baroda,Visa,31-05-2026 10:08,48839.98,Entertainment,Jaipur,Desktop,0,0
T22908,C1267,PNB,Visa,28-03-2026 23:15,33811.74,Pharmacy,Pune,Desktop,0,0
T22909,C1460,SBI,RuPay,30-01-2025 08:22,994.54,Fuel,Bhubaneswar,Desktop,0,0
T22910,C1281,Canara Bank,MasterCard,16-02-2026 00:03,35233.89,ATM Withdrawal,Chennai,POS,0,0
T22911,C1064,Axis,RuPay,27-08-2025 06:32,45211.97,Online Shopping,Hyderabad,POS,0,0
T22912,C1419,ICICI,Visa,04-07-2025 06:56,49956.45,Ride Sharing,Bangalore,ATM,0,0
T22913,C1210,Kotak,MasterCard,31-08-2025 21:12,23846.51,ATM Withdrawal,Hyderabad,Mobile,0,0
T22914,C1119,Axis,Visa,04-03-2026 18:46,21597.49,Food Delivery,Delhi,Mobile,0,0
T22915,C1341,HDFC,Visa,02-01-2026 13:28,28004.77,Online Shopping,Surat,Desktop,0,0
T22916,C1407,Kotak,MasterCard,19-08-2025 21:46,31853.61,Clothing,Nagpur,Desktop,0,0
T22917,C1123,Bank of Baroda,Visa,15-03-2025 02:49,71523.67,Electronics,Dubai,Mobile,1,1
T22918,C1430,Kotak,RuPay,17-05-2026 21:15,49847.05,Ride Sharing,Hyderabad,Mobile,0,0
T22919,C1221,SBI,Visa,28-12-2025 08:33,23356.91,Travel,Ahmedabad,Desktop,0,0
T22920,C1011,ICICI,MasterCard,19-01-2025 05:37,7642.23,Restaurant,Patna,ATM,0,0
T22921,C1450,SBI,RuPay,20-06-2026 11:24,3140.49,ATM Withdrawal,Chandigarh,Desktop,0,0
T22922,C1040,Kotak,Visa,10-07-2026 06:16,34841.18,Grocery,Chennai,Desktop,0,0
T22923,C1201,Canara Bank,MasterCard,30-05-2025 16:57,29682.04,Clothing,Pune,ATM,0,0
T22924,C1424,PNB,RuPay,11-08-2025 20:20,19814.65,Clothing,Kolkata,Desktop,0,0
T22925,C1080,PNB,MasterCard,28-05-2026 14:05,36017.27,Clothing,Kolkata,Desktop,0,0
T22926,C1008,Axis,MasterCard,17-06-2025 10:22,12288.92,ATM Withdrawal,Indore,Mobile,0,0
T22927,C1197,SBI,RuPay,08-07-2025 04:54,4856.39,Electronics,Kolkata,Mobile,0,0
T22928,C1057,Bank of Baroda,Visa,16-01-2025 04:00,47285.65,Food Delivery,Surat,ATM,0,0
T22929,C1122,Bank of Baroda,RuPay,24-08-2025 07:23,21908.1,Electronics,Lucknow,POS,0,0
T22930,C1140,Canara Bank,RuPay,30-04-2025 17:22,18729.57,Entertainment,Nagpur,Desktop,0,0
T22931,C1306,Bank of Baroda,RuPay,23-03-2025 06:50,3210.18,Grocery,Mumbai,POS,0,0
T22932,C1144,Canara Bank,Visa,07-02-2026 11:42,485.26,Travel,Mumbai,ATM,0,0
T22933,C1128,Bank of Baroda,Visa,30-04-2026 01:59,16125.92,Food Delivery,Delhi,POS,0,0
T22934,C1405,HDFC,Visa,04-06-2025 13:43,45863.58,ATM Withdrawal,Mumbai,POS,0,0
T22935,C1036,Kotak,MasterCard,08-03-2026 15:25,37472.35,Food Delivery,Surat,ATM,0,0
T22936,C1068,ICICI,Visa,20-03-2026 00:12,18318.79,Travel,Pune,POS,0,0
T22937,C1373,Axis,RuPay,29-06-2026 12:23,46313.37,ATM Withdrawal,Kolkata,Mobile,0,0
T22938,C1210,HDFC,MasterCard,20-01-2025 10:21,46623.29,Pharmacy,Mumbai,Desktop,0,0
T22939,C1461,Canara Bank,Visa,08-09-2025 18:08,37777.02,Pharmacy,Pune,Desktop,0,0
T22940,C1005,SBI,MasterCard,09-07-2025 21:41,49082.6,ATM Withdrawal,Indore,ATM,0,0
T22941,C1318,SBI,Visa,12-06-2025 13:55,28100.15,Travel,Mumbai,ATM,0,0
T22942,C1497,HDFC,MasterCard,17-05-2026 08:16,12450.22,Online Shopping,Ahmedabad,POS,0,0
T22943,C1388,Kotak,RuPay,21-02-2026 18:44,16196.94,Food Delivery,Mumbai,ATM,0,0
T22944,C1055,Kotak,MasterCard,08-09-2025 00:41,6980.81,Restaurant,Indore,POS,0,0
T22945,C1263,Bank of Baroda,MasterCard,06-05-2025 23:52,29662.64,Entertainment,Bangalore,Desktop,0,0
T22946,C1373,Axis,MasterCard,06-10-2025 22:10,37871.05,Clothing,Chennai,POS,0,0
T22947,C1012,Kotak,Visa,19-07-2025 13:53,28208.78,Ride Sharing,Visakhapatnam,Mobile,0,0
T22948,C1055,ICICI,MasterCard,10-04-2025 10:38,30254.46,Entertainment,Ahmedabad,Mobile,0,0
T22949,C1008,PNB,MasterCard,09-06-2025 20:52,44624.89,Ride Sharing,Jaipur,Desktop,0,0
T22950,C1141,PNB,MasterCard,25-12-2025 21:43,41086.55,Food Delivery,Bhubaneswar,POS,0,0
T22951,C1434,SBI,MasterCard,19-11-2025 04:29,26340.82,ATM Withdrawal,Patna,POS,0,0
T22952,C1086,Kotak,Visa,09-04-2025 07:23,24262.58,Pharmacy,Ahmedabad,Desktop,0,0
T22953,C1055,Axis,MasterCard,01-11-2025 01:32,18624.71,ATM Withdrawal,Hyderabad,POS,0,0
T22954,C1030,PNB,RuPay,07-12-2025 10:12,9041.43,Fuel,Kolkata,Desktop,0,0
T22955,C1002,PNB,MasterCard,31-12-2025 04:48,133655.54,Pharmacy,Singapore,POS,1,1
T22956,C1046,ICICI,MasterCard,20-02-2025 01:06,48497.93,Electronics,Visakhapatnam,Mobile,0,0
T22957,C1025,Kotak,RuPay,30-08-2025 23:35,29845.94,Travel,Kolkata,ATM,0,0
T22958,C1028,SBI,MasterCard,04-05-2025 11:51,21918.14,Restaurant,Nagpur,ATM,0,0
T22959,C1392,HDFC,RuPay,11-02-2025 18:25,1517.62,Travel,Delhi,ATM,0,0
T22960,C1058,PNB,MasterCard,06-02-2025 01:39,47863.05,Clothing,Chandigarh,Desktop,0,0
T22961,C1300,Kotak,MasterCard,06-01-2025 06:20,46287.8,Online Shopping,Chandigarh,Mobile,0,0
T22962,C1412,Axis,MasterCard,29-09-2025 09:53,46665.43,Entertainment,Ahmedabad,Desktop,0,0
T22963,C1191,PNB,MasterCard,21-04-2026 20:29,23728.55,Food Delivery,Pune,Mobile,0,0
T22964,C1333,HDFC,MasterCard,10-10-2025 10:55,10204.53,Fuel,Chandigarh,Mobile,0,0
T22965,C1269,Bank of Baroda,MasterCard,03-07-2025 14:16,24061.27,Electronics,Mumbai,POS,0,0
T22966,C1094,SBI,Visa,04-09-2025 12:05,22327.07,Entertainment,Chandigarh,ATM,0,0
T22967,C1372,PNB,MasterCard,02-03-2025 07:13,29269.22,Fuel,Surat,Desktop,0,0
T22968,C1205,Axis,MasterCard,22-08-2025 11:21,32443.19,Grocery,Chandigarh,POS,0,0
T22969,C1094,PNB,MasterCard,02-05-2026 14:18,15477.21,Restaurant,Pune,ATM,0,0
T22970,C1387,SBI,MasterCard,14-01-2025 05:00,27144.04,Online Shopping,Delhi,POS,0,0
T22971,C1065,Bank of Baroda,MasterCard,12-02-2026 14:13,2127.87,Entertainment,Jaipur,Mobile,0,0
T22972,C1003,SBI,RuPay,05-01-2026 02:38,528.29,Restaurant,Nagpur,ATM,0,0
T22973,C1218,Canara Bank,Visa,13-09-2025 10:49,21016.79,ATM Withdrawal,Jaipur,Mobile,0,0
T22974,C1210,PNB,RuPay,01-04-2026 04:25,43577.18,Electronics,Chennai,POS,0,0
T22975,C1256,Kotak,Visa,08-12-2025 21:55,23979.4,Clothing,Mumbai,POS,0,0
T22976,C1299,Axis,RuPay,19-01-2025 08:15,27029.21,Food Delivery,Bangalore,Desktop,0,0
T22977,C1094,Bank of Baroda,RuPay,24-01-2025 20:14,5906.12,ATM Withdrawal,Hyderabad,ATM,0,0
T22978,C1032,PNB,MasterCard,28-02-2025 06:16,16051.6,Travel,Surat,Desktop,0,0
T22979,C1291,PNB,RuPay,17-03-2026 17:13,20378.44,Travel,Mumbai,Desktop,0,0
T22980,C1157,ICICI,MasterCard,30-06-2025 18:42,49411.02,Restaurant,Kolkata,Mobile,0,0
T22981,C1431,Kotak,Visa,05-07-2025 00:32,15103.12,Pharmacy,Ahmedabad,POS,0,0
T22982,C1178,Kotak,Visa,16-06-2025 19:47,19117.14,Electronics,Ahmedabad,Mobile,0,0
T22983,C1012,Canara Bank,MasterCard,11-05-2026 02:44,20460.61,Entertainment,Bangalore,Desktop,0,0
T22984,C1493,Axis,Visa,16-04-2025 15:38,30809.72,Travel,Pune,POS,0,0
T22985,C1326,Bank of Baroda,Visa,09-04-2025 16:14,29155.95,Electronics,Kolkata,POS,0,0
T22986,C1043,Canara Bank,Visa,04-07-2025 09:47,16267.53,Pharmacy,Kolkata,POS,0,0
T22987,C1459,HDFC,Visa,13-05-2026 23:11,11659.43,Food Delivery,Delhi,Mobile,0,0
T22988,C1148,Axis,Visa,21-03-2025 15:27,35016.59,Food Delivery,Lucknow,Desktop,0,0
T22989,C1092,SBI,RuPay,22-10-2025 17:26,11584.6,Grocery,Hyderabad,Desktop,0,0
T22990,C1150,Bank of Baroda,MasterCard,01-08-2025 12:36,23880.22,Food Delivery,Hyderabad,Desktop,0,0
T22991,C1019,ICICI,Visa,01-01-2025 18:02,21993.73,Food Delivery,Patna,POS,0,0
T22992,C1294,Bank of Baroda,MasterCard,01-11-2025 09:00,23806.07,Food Delivery,Mumbai,ATM,0,0
T22993,C1288,Bank of Baroda,RuPay,12-05-2025 23:53,17273.56,Grocery,Indore,Desktop,0,0
T22994,C1126,ICICI,RuPay,01-05-2025 23:13,18356.48,Online Shopping,Mumbai,POS,0,0
T22995,C1030,SBI,RuPay,20-06-2025 21:11,26209.13,Entertainment,Jaipur,Mobile,0,0
T22996,C1425,Axis,Visa,30-06-2026 13:38,38058.91,Clothing,Ahmedabad,Mobile,0,0
T22997,C1463,PNB,Visa,16-03-2026 13:37,13293.85,Restaurant,Bangalore,Mobile,0,0
T22998,C1121,HDFC,RuPay,20-05-2025 20:06,11334.35,Food Delivery,Surat,POS,0,0
T22999,C1253,HDFC,RuPay,21-03-2026 16:55,27660.39,Entertainment,Patna,Desktop,0,0
T23000,C1404,Canara Bank,RuPay,11-12-2025 20:43,1572.78,Travel,Kolkata,ATM,0,0
T23001,C1074,Axis,RuPay,23-02-2025 11:08,9164.29,Pharmacy,Bhubaneswar,Mobile,0,0
